id,kode_provinsi,nama_provinsi,nama_pos_hujan,nama_stasiun_hujan,bulan,jumlah_curah_hujan,satuan,tahun
237,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,SEPTEMBER,46.0,MILIMETER,2019
238,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,OKTOBER,19.0,MILIMETER,2019
239,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,NOVEMBER,87.0,MILIMETER,2019
240,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,DESEMBER,70.0,MILIMETER,2019
241,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JANUARI,91.0,MILIMETER,2020
242,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,FEBRUARI,51.0,MILIMETER,2020
243,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MARET,56.0,MILIMETER,2020
244,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,APRIL,47.0,MILIMETER,2020
245,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MEI,72.0,MILIMETER,2020
246,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JUNI,31.0,MILIMETER,2020
247,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JULI,61.0,MILIMETER,2020
248,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,AGUSTUS,69.0,MILIMETER,2020
249,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,SEPTEMBER,31.0,MILIMETER,2020
250,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,OKTOBER,80.0,MILIMETER,2020
251,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,NOVEMBER,96.0,MILIMETER,2020
252,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,DESEMBER,21.0,MILIMETER,2020
253,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JANUARI,26.0,MILIMETER,2020
254,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,FEBRUARI,120.0,MILIMETER,2020
255,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MARET,37.0,MILIMETER,2020
256,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,APRIL,32.0,MILIMETER,2020
257,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MEI,45.0,MILIMETER,2020
258,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JUNI,38.0,MILIMETER,2020
259,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JULI,42.0,MILIMETER,2020
260,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,AGUSTUS,54.0,MILIMETER,2020
261,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,SEPTEMBER,51.0,MILIMETER,2020
262,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,OKTOBER,63.0,MILIMETER,2020
263,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,NOVEMBER,32.0,MILIMETER,2020
264,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,DESEMBER,45.0,MILIMETER,2020
265,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JANUARI,66.0,MILIMETER,2020
266,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,FEBRUARI,113.0,MILIMETER,2020
267,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MARET,53.0,MILIMETER,2020
268,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,APRIL,48.5,MILIMETER,2020
269,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MEI,88.0,MILIMETER,2020
270,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JUNI,14.0,MILIMETER,2020
271,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JULI,7.5,MILIMETER,2020
272,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,AGUSTUS,3.0,MILIMETER,2020
273,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,SEPTEMBER,48.0,MILIMETER,2020
274,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,OKTOBER,73.5,MILIMETER,2020
275,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,NOVEMBER,75.0,MILIMETER,2020
276,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,DESEMBER,101.0,MILIMETER,2020
277,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JANUARI,128.0,MILIMETER,2020
278,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,FEBRUARI,34.0,MILIMETER,2020
279,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MARET,94.0,MILIMETER,2020
280,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,APRIL,35.5,MILIMETER,2020
281,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MEI,21.0,MILIMETER,2020
282,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JUNI,32.0,MILIMETER,2020
283,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JULI,13.0,MILIMETER,2020
284,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,AGUSTUS,36.0,MILIMETER,2020
285,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,SEPTEMBER,69.0,MILIMETER,2020
286,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,OKTOBER,175.0,MILIMETER,2020
287,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,NOVEMBER,90.5,MILIMETER,2020
288,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,DESEMBER,43.0,MILIMETER,2020
289,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JANUARI,,MILIMETER,2021
290,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,FEBRUARI,,MILIMETER,2021
291,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MARET,,MILIMETER,2021
292,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,APRIL,,MILIMETER,2021
293,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MEI,,MILIMETER,2021
294,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JUNI,,MILIMETER,2021
295,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JULI,,MILIMETER,2021
296,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,AGUSTUS,,MILIMETER,2021
297,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,SEPTEMBER,,MILIMETER,2021
298,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,OKTOBER,,MILIMETER,2021
299,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,NOVEMBER,,MILIMETER,2021
300,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,DESEMBER,,MILIMETER,2021
301,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JANUARI,,MILIMETER,2021
302,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,FEBRUARI,,MILIMETER,2021
303,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MARET,,MILIMETER,2021
304,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,APRIL,,MILIMETER,2021
305,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MEI,,MILIMETER,2021
306,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JUNI,,MILIMETER,2021
307,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JULI,,MILIMETER,2021
308,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,AGUSTUS,,MILIMETER,2021
309,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,SEPTEMBER,,MILIMETER,2021
310,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,OKTOBER,,MILIMETER,2021
311,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,NOVEMBER,,MILIMETER,2021
312,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,DESEMBER,,MILIMETER,2021
313,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JANUARI,,MILIMETER,2021
314,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,FEBRUARI,,MILIMETER,2021
315,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MARET,,MILIMETER,2021
316,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,APRIL,,MILIMETER,2021
317,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MEI,,MILIMETER,2021
318,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JUNI,,MILIMETER,2021
319,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JULI,,MILIMETER,2021
320,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,AGUSTUS,,MILIMETER,2021
321,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,SEPTEMBER,,MILIMETER,2021
322,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,OKTOBER,,MILIMETER,2021
323,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,NOVEMBER,,MILIMETER,2021
324,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,DESEMBER,,MILIMETER,2021
325,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JANUARI,,MILIMETER,2021
326,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,FEBRUARI,,MILIMETER,2021
327,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MARET,,MILIMETER,2021
328,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,APRIL,,MILIMETER,2021
329,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MEI,,MILIMETER,2021
330,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JUNI,,MILIMETER,2021
331,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JULI,,MILIMETER,2021
332,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,AGUSTUS,,MILIMETER,2021
333,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,SEPTEMBER,,MILIMETER,2021
334,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,OKTOBER,,MILIMETER,2021
335,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,NOVEMBER,,MILIMETER,2021
336,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,DESEMBER,,MILIMETER,2021
